3,System_Snapshot_Dummy
21,Ball
22,StereoscopicOptionsUnit
23,Colossus
24,TechLab
25,Reactor
27,InfestorTerran
28,BanelingCocoon
29,Baneling
30,Mothership
31,PointDefenseDrone
32,Changeling
33,ChangelingZealot
34,ChangelingMarineShield
35,ChangelingMarine
36,ChangelingZerglingWings
37,ChangelingZergling
39,CommandCenter
40,SupplyDepot
41,Refinery
42,Barracks
43,EngineeringBay
44,MissileTurret
45,Bunker
46,RefineryRich
47,SensorTower
48,GhostAcademy
49,Factory
50,Starport
52,Armory
53,FusionCore
54,AutoTurret
55,SiegeTankSieged
56,SiegeTank
57,VikingAssault
58,VikingFighter
59,CommandCenterFlying
60,BarracksTechLab
61,BarracksReactor
62,FactoryTechLab
63,FactoryReactor
64,StarportTechLab
65,StarportReactor
66,FactoryFlying
67,StarportFlying
68,SCV
69,BarracksFlying
70,SupplyDepotLowered
71,Marine
72,Reaper
73,Ghost
74,Marauder
75,Thor
76,Hellion
77,Medivac
78,Banshee
79,Raven
80,Battlecruiser
81,Nuke
82,Nexus
83,Pylon
84,Assimilator
85,Gateway
86,Forge
87,FleetBeacon
88,TwilightCouncil
89,PhotonCannon
90,Stargate
91,TemplarArchive
92,DarkShrine
93,RoboticsBay
94,RoboticsFacility
95,CyberneticsCore
96,Zealot
97,Stalker
98,HighTemplar
99,DarkTemplar
100,Sentry
101,Phoenix
102,Carrier
103,VoidRay
104,WarpPrism
105,Observer
106,Immortal
107,Probe
108,Interceptor
109,Hatchery
110,CreepTumor
111,Extractor
112,SpawningPool
113,EvolutionChamber
114,HydraliskDen
115,Spire
116,UltraliskCavern
117,InfestationPit
118,NydusNetwork
119,BanelingNest
120,RoachWarren
121,SpineCrawler
122,SporeCrawler
123,Lair
124,Hive
125,GreaterSpire
126,Egg
127,Drone
128,Zergling
129,Overlord
130,Hydralisk
131,Mutalisk
132,Ultralisk
133,Roach
134,Infestor
135,Corruptor
136,BroodLordCocoon
137,BroodLord
138,BanelingBurrowed
139,DroneBurrowed
140,HydraliskBurrowed
141,RoachBurrowed
142,ZerglingBurrowed
143,InfestorTerranBurrowed
144,RedstoneLavaCritterBurrowed
145,RedstoneLavaCritterInjuredBurrowed
146,RedstoneLavaCritter
147,RedstoneLavaCritterInjured
148,QueenBurrowed
149,Queen
150,InfestorBurrowed
151,OverlordCocoon
152,Overseer
153,PlanetaryFortress
154,UltraliskBurrowed
155,OrbitalCommand
156,WarpGate
157,OrbitalCommandFlying
158,ForceField
159,WarpPrismPhasing
160,CreepTumorBurrowed
161,CreepTumorQueen
162,SpineCrawlerUprooted
163,SporeCrawlerUprooted
164,Archon
165,NydusCanal
166,BroodlingEscort
167,GhostAlternate
168,GhostNova
169,RichMineralField
170,RichMineralField750
173,LurkerMPBurrowed
174,LurkerMP
175,LurkerDenMP
176,LurkerMPEgg
178,OverlordTransport
179,Ravager
180,RavagerBurrowed
181,RavagerCocoon
182,TransportOverlordCocoon
183,XelNagaTower
188,InfestedTerransEgg
189,Larva
192,ReaperPlaceholder
193,MarineACGluescreenDummy
194,FirebatACGluescreenDummy
195,MedicACGluescreenDummy
196,MarauderACGluescreenDummy
197,VultureACGluescreenDummy
198,SiegeTankACGluescreenDummy
199,VikingACGluescreenDummy
200,BansheeACGluescreenDummy
201,BattlecruiserACGluescreenDummy
202,OrbitalCommandACGluescreenDummy
203,BunkerACGluescreenDummy
204,BunkerUpgradedACGluescreenDummy
205,MissileTurretACGluescreenDummy
206,HellbatACGluescreenDummy
207,GoliathACGluescreenDummy
208,CycloneACGluescreenDummy
209,WraithACGluescreenDummy
210,ScienceVesselACGluescreenDummy
211,HerculesACGluescreenDummy
212,ThorACGluescreenDummy
213,PerditionTurretACGluescreenDummy
214,FlamingBettyACGluescreenDummy
215,DevastationTurretACGluescreenDummy
216,BlasterBillyACGluescreenDummy
217,SpinningDizzyACGluescreenDummy
218,ZerglingKerriganACGluescreenDummy
219,RaptorACGluescreenDummy
220,QueenCoopACGluescreenDummy
221,HydraliskACGluescreenDummy
222,HydraliskLurkerACGluescreenDummy
223,MutaliskBroodlordACGluescreenDummy
224,BroodLordACGluescreenDummy
225,UltraliskACGluescreenDummy
226,TorrasqueACGluescreenDummy
227,OverseerACGluescreenDummy
228,LurkerACGluescreenDummy
229,SpineCrawlerACGluescreenDummy
230,SporeCrawlerACGluescreenDummy
231,NydusNetworkACGluescreenDummy
232,OmegaNetworkACGluescreenDummy
233,ZerglingZagaraACGluescreenDummy
234,SwarmlingACGluescreenDummy
235,QueenZagaraACGluescreenDummy
236,BanelingACGluescreenDummy
237,SplitterlingACGluescreenDummy
238,AberrationACGluescreenDummy
239,ScourgeACGluescreenDummy
240,CorruptorACGluescreenDummy
241,OverseerZagaraACGluescreenDummy
242,BileLauncherACGluescreenDummy
243,SwarmQueenACGluescreenDummy
244,RoachACGluescreenDummy
245,RoachVileACGluescreenDummy
246,RavagerACGluescreenDummy
247,SwarmHostACGluescreenDummy
248,MutaliskACGluescreenDummy
249,GuardianACGluescreenDummy
250,DevourerACGluescreenDummy
251,ViperACGluescreenDummy
252,BrutaliskACGluescreenDummy
253,LeviathanACGluescreenDummy
254,ZealotACGluescreenDummy
255,ZealotAiurACGluescreenDummy
256,DragoonACGluescreenDummy
257,HighTemplarACGluescreenDummy
258,ArchonACGluescreenDummy
259,ImmortalACGluescreenDummy
260,ObserverACGluescreenDummy
261,PhoenixAiurACGluescreenDummy
262,ReaverACGluescreenDummy
263,TempestACGluescreenDummy
264,PhotonCannonACGluescreenDummy
265,ZealotVorazunACGluescreenDummy
266,ZealotShakurasACGluescreenDummy
267,StalkerShakurasACGluescreenDummy
268,DarkTemplarShakurasACGluescreenDummy
269,CorsairACGluescreenDummy
270,VoidRayACGluescreenDummy
271,VoidRayShakurasACGluescreenDummy
272,OracleACGluescreenDummy
273,DarkArchonACGluescreenDummy
274,DarkPylonACGluescreenDummy
275,ZealotPurifierACGluescreenDummy
276,SentryPurifierACGluescreenDummy
277,ImmortalKaraxACGluescreenDummy
278,ColossusACGluescreenDummy
279,ColossusPurifierACGluescreenDummy
280,PhoenixPurifierACGluescreenDummy
281,CarrierACGluescreenDummy
282,CarrierAiurACGluescreenDummy
283,KhaydarinMonolithACGluescreenDummy
284,ShieldBatteryACGluescreenDummy
285,EliteMarineACGluescreenDummy
286,MarauderCommandoACGluescreenDummy
287,SpecOpsGhostACGluescreenDummy
288,HellbatRangerACGluescreenDummy
289,StrikeGoliathACGluescreenDummy
290,HeavySiegeTankACGluescreenDummy
291,RaidLiberatorACGluescreenDummy
292,RavenTypeIIACGluescreenDummy
293,CovertBansheeACGluescreenDummy
294,RailgunTurretACGluescreenDummy
295,BlackOpsMissileTurretACGluescreenDummy
296,SupplicantACGluescreenDummy
297,StalkerTaldarimACGluescreenDummy
298,SentryTaldarimACGluescreenDummy
299,HighTemplarTaldarimACGluescreenDummy
300,ImmortalTaldarimACGluescreenDummy
301,ColossusTaldarimACGluescreenDummy
302,WarpPrismTaldarimACGluescreenDummy
303,PhotonCannonTaldarimACGluescreenDummy
304,StukovInfestedCivilianACGluescreenDummy
305,StukovInfestedMarineACGluescreenDummy
306,StukovInfestedSiegeTankACGluescreenDummy
307,StukovInfestedDiamondbackACGluescreenDummy
308,StukovInfestedBansheeACGluescreenDummy
309,SILiberatorACGluescreenDummy
310,StukovInfestedBunkerACGluescreenDummy
311,StukovInfestedMissileTurretACGluescreenDummy
312,StukovBroodQueenACGluescreenDummy
313,ZealotFenixACGluescreenDummy
314,SentryFenixACGluescreenDummy
315,AdeptFenixACGluescreenDummy
316,ImmortalFenixACGluescreenDummy
317,ColossusFenixACGluescreenDummy
318,DisruptorACGluescreenDummy
319,ObserverFenixACGluescreenDummy
320,ScoutACGluescreenDummy
321,CarrierFenixACGluescreenDummy
322,PhotonCannonFenixACGluescreenDummy
323,PrimalZerglingACGluescreenDummy
324,RavasaurACGluescreenDummy
325,PrimalRoachACGluescreenDummy
326,FireRoachACGluescreenDummy
327,PrimalGuardianACGluescreenDummy
328,PrimalHydraliskACGluescreenDummy
329,PrimalMutaliskACGluescreenDummy
330,PrimalImpalerACGluescreenDummy
331,PrimalSwarmHostACGluescreenDummy
332,CreeperHostACGluescreenDummy
333,PrimalUltraliskACGluescreenDummy
334,TyrannozorACGluescreenDummy
335,PrimalWurmACGluescreenDummy
336,HHReaperACGluescreenDummy
337,HHWidowMineACGluescreenDummy
338,HHHellionTankACGluescreenDummy
339,HHWraithACGluescreenDummy
340,HHVikingACGluescreenDummy
341,HHBattlecruiserACGluescreenDummy
342,HHRavenACGluescreenDummy
343,HHBomberPlatformACGluescreenDummy
344,HHMercStarportACGluescreenDummy
345,HHMissileTurretACGluescreenDummy
346,TychusReaperACGluescreenDummy
347,TychusFirebatACGluescreenDummy
348,TychusSpectreACGluescreenDummy
349,TychusMedicACGluescreenDummy
350,TychusMarauderACGluescreenDummy
351,TychusWarhoundACGluescreenDummy
352,TychusHERCACGluescreenDummy
353,TychusGhostACGluescreenDummy
354,TychusSCVAutoTurretACGluescreenDummy
355,ZeratulStalkerACGluescreenDummy
356,ZeratulSentryACGluescreenDummy
357,ZeratulDarkTemplarACGluescreenDummy
358,ZeratulImmortalACGluescreenDummy
359,ZeratulObserverACGluescreenDummy
360,ZeratulDisruptorACGluescreenDummy
361,ZeratulWarpPrismACGluescreenDummy
362,ZeratulPhotonCannonACGluescreenDummy
363,MechaZerglingACGluescreenDummy
364,MechaBanelingACGluescreenDummy
365,MechaHydraliskACGluescreenDummy
366,MechaInfestorACGluescreenDummy
367,MechaCorruptorACGluescreenDummy
368,MechaUltraliskACGluescreenDummy
369,MechaOverseerACGluescreenDummy
370,MechaLurkerACGluescreenDummy
371,MechaBattlecarrierLordACGluescreenDummy
372,MechaSpineCrawlerACGluescreenDummy
373,MechaSporeCrawlerACGluescreenDummy
374,TrooperMengskACGluescreenDummy
375,MedivacMengskACGluescreenDummy
