3,System_Snapshot_Dummy
21,Ball
22,StereoscopicOptionsUnit
23,Colossus
24,TechLab
25,Reactor
27,InfestorTerran
28,BanelingCocoon
29,Baneling
30,Mothership
31,PointDefenseDrone
32,Changeling
33,ChangelingZealot
34,ChangelingMarineShield
35,ChangelingMarine
36,ChangelingZerglingWings
37,ChangelingZergling
39,CommandCenter
40,SupplyDepot
41,Refinery
42,Barracks
43,EngineeringBay
44,MissileTurret
45,Bunker
46,SensorTower
47,GhostAcademy
48,Factory
49,Starport
51,Armory
52,FusionCore
53,AutoTurret
54,SiegeTankSieged
55,SiegeTank
56,VikingAssault
57,VikingFighter
58,CommandCenterFlying
59,BarracksTechLab
60,BarracksReactor
61,FactoryTechLab
62,FactoryReactor
63,StarportTechLab
64,StarportReactor
65,FactoryFlying
66,StarportFlying
67,SCV
68,BarracksFlying
69,SupplyDepotLowered
70,Marine
71,Reaper
72,Ghost
73,Marauder
74,Thor
75,Hellion
76,Medivac
77,Banshee
78,Raven
79,Battlecruiser
80,Nuke
81,Nexus
82,Pylon
83,Assimilator
84,Gateway
85,Forge
86,FleetBeacon
87,TwilightCouncil
88,PhotonCannon
89,Stargate
90,TemplarArchive
91,DarkShrine
92,RoboticsBay
93,RoboticsFacility
94,CyberneticsCore
95,Zealot
96,Stalker
97,HighTemplar
98,DarkTemplar
99,Sentry
100,Phoenix
101,Carrier
102,VoidRay
103,WarpPrism
104,Observer
105,Immortal
106,Probe
107,Interceptor
108,Hatchery
109,CreepTumor
110,Extractor
111,SpawningPool
112,EvolutionChamber
113,HydraliskDen
114,Spire
115,UltraliskCavern
116,InfestationPit
117,NydusNetwork
118,BanelingNest
119,RoachWarren
120,SpineCrawler
121,SporeCrawler
122,Lair
123,Hive
124,GreaterSpire
125,Egg
126,Drone
127,Zergling
128,Overlord
129,Hydralisk
130,Mutalisk
131,Ultralisk
132,Roach
133,Infestor
134,Corruptor
135,BroodLordCocoon
136,BroodLord
137,BanelingBurrowed
138,DroneBurrowed
139,HydraliskBurrowed
140,RoachBurrowed
141,ZerglingBurrowed
142,InfestorTerranBurrowed
143,RedstoneLavaCritterBurrowed
144,RedstoneLavaCritterInjuredBurrowed
145,RedstoneLavaCritter
146,RedstoneLavaCritterInjured
147,QueenBurrowed
148,Queen
149,InfestorBurrowed
150,OverlordCocoon
151,Overseer
152,PlanetaryFortress
153,UltraliskBurrowed
154,OrbitalCommand
155,WarpGate
156,OrbitalCommandFlying
157,ForceField
158,WarpPrismPhasing
159,CreepTumorBurrowed
160,CreepTumorQueen
161,SpineCrawlerUprooted
162,SporeCrawlerUprooted
163,Archon
164,NydusCanal
165,BroodlingEscort
166,GhostAlternate
167,GhostNova
168,RichMineralField
169,RichMineralField750
170,Ursadon
172,LurkerMPBurrowed
173,LurkerMP
174,LurkerDenMP
175,LurkerMPEgg
176,NydusCanalAttacker
177,OverlordTransport
178,Ravager
179,RavagerBurrowed
180,RavagerCocoon
181,TransportOverlordCocoon
182,XelNagaTower
184,Oracle
185,Tempest
187,InfestedTerransEgg
188,Larva
189,OverseerSiegeMode
190,ReaperPlaceholder
191,MarineACGluescreenDummy
192,FirebatACGluescreenDummy
193,MedicACGluescreenDummy
194,MarauderACGluescreenDummy
195,VultureACGluescreenDummy
196,SiegeTankACGluescreenDummy
197,VikingACGluescreenDummy
198,BansheeACGluescreenDummy
199,BattlecruiserACGluescreenDummy
200,OrbitalCommandACGluescreenDummy
201,BunkerACGluescreenDummy
202,BunkerUpgradedACGluescreenDummy
203,MissileTurretACGluescreenDummy
204,HellbatACGluescreenDummy
205,GoliathACGluescreenDummy
206,CycloneACGluescreenDummy
207,WraithACGluescreenDummy
208,ScienceVesselACGluescreenDummy
209,HerculesACGluescreenDummy
210,ThorACGluescreenDummy
211,PerditionTurretACGluescreenDummy
212,FlamingBettyACGluescreenDummy
213,DevastationTurretACGluescreenDummy
214,BlasterBillyACGluescreenDummy
215,SpinningDizzyACGluescreenDummy
216,ZerglingKerriganACGluescreenDummy
217,RaptorACGluescreenDummy
218,QueenCoopACGluescreenDummy
219,HydraliskACGluescreenDummy
220,HydraliskLurkerACGluescreenDummy
221,MutaliskBroodlordACGluescreenDummy
222,BroodLordACGluescreenDummy
223,UltraliskACGluescreenDummy
224,TorrasqueACGluescreenDummy
225,OverseerACGluescreenDummy
226,LurkerACGluescreenDummy
227,SpineCrawlerACGluescreenDummy
228,SporeCrawlerACGluescreenDummy
229,NydusNetworkACGluescreenDummy
230,OmegaNetworkACGluescreenDummy
231,ZerglingZagaraACGluescreenDummy
232,SwarmlingACGluescreenDummy
233,QueenZagaraACGluescreenDummy
234,BanelingACGluescreenDummy
235,SplitterlingACGluescreenDummy
236,AberrationACGluescreenDummy
237,ScourgeACGluescreenDummy
238,CorruptorACGluescreenDummy
239,OverseerZagaraACGluescreenDummy
240,BileLauncherACGluescreenDummy
241,SwarmQueenACGluescreenDummy
242,RoachACGluescreenDummy
243,RoachVileACGluescreenDummy
244,RavagerACGluescreenDummy
245,SwarmHostACGluescreenDummy
246,MutaliskACGluescreenDummy
247,GuardianACGluescreenDummy
248,DevourerACGluescreenDummy
249,ViperACGluescreenDummy
250,BrutaliskACGluescreenDummy
251,LeviathanACGluescreenDummy
252,ZealotACGluescreenDummy
253,ZealotAiurACGluescreenDummy
254,DragoonACGluescreenDummy
255,HighTemplarACGluescreenDummy
256,ArchonACGluescreenDummy
257,ImmortalACGluescreenDummy
258,ObserverACGluescreenDummy
259,PhoenixAiurACGluescreenDummy
260,ReaverACGluescreenDummy
261,TempestACGluescreenDummy
262,PhotonCannonACGluescreenDummy
263,ZealotVorazunACGluescreenDummy
264,ZealotShakurasACGluescreenDummy
265,StalkerShakurasACGluescreenDummy
266,DarkTemplarShakurasACGluescreenDummy
267,CorsairACGluescreenDummy
268,VoidRayACGluescreenDummy
269,VoidRayShakurasACGluescreenDummy
270,OracleACGluescreenDummy
271,DarkArchonACGluescreenDummy
272,DarkPylonACGluescreenDummy
273,ZealotPurifierACGluescreenDummy
274,SentryPurifierACGluescreenDummy
275,ImmortalKaraxACGluescreenDummy
276,ColossusACGluescreenDummy
277,ColossusPurifierACGluescreenDummy
278,PhoenixPurifierACGluescreenDummy
279,CarrierACGluescreenDummy
280,CarrierAiurACGluescreenDummy
281,KhaydarinMonolithACGluescreenDummy
282,ShieldBatteryACGluescreenDummy
283,EliteMarineACGluescreenDummy
284,MarauderCommandoACGluescreenDummy
285,SpecOpsGhostACGluescreenDummy
286,HellbatRangerACGluescreenDummy
287,StrikeGoliathACGluescreenDummy
288,HeavySiegeTankACGluescreenDummy
289,RaidLiberatorACGluescreenDummy
290,RavenTypeIIACGluescreenDummy
291,CovertBansheeACGluescreenDummy
292,RailgunTurretACGluescreenDummy
293,BlackOpsMissileTurretACGluescreenDummy
294,SupplicantACGluescreenDummy
295,StalkerTaldarimACGluescreenDummy
296,SentryTaldarimACGluescreenDummy
297,HighTemplarTaldarimACGluescreenDummy
298,ImmortalTaldarimACGluescreenDummy
299,ColossusTaldarimACGluescreenDummy
300,WarpPrismTaldarimACGluescreenDummy
301,PhotonCannonTaldarimACGluescreenDummy
302,StukovInfestedCivilianACGluescreenDummy
303,StukovInfestedMarineACGluescreenDummy
304,StukovInfestedSiegeTankACGluescreenDummy
305,StukovInfestedDiamondbackACGluescreenDummy
306,StukovInfestedBansheeACGluescreenDummy
307,SILiberatorACGluescreenDummy
308,StukovInfestedBunkerACGluescreenDummy
309,StukovInfestedMissileTurretACGluescreenDummy
310,StukovBroodQueenACGluescreenDummy
311,ZealotFenixACGluescreenDummy
312,SentryFenixACGluescreenDummy
313,AdeptFenixACGluescreenDummy
314,ImmortalFenixACGluescreenDummy
315,ColossusFenixACGluescreenDummy
316,DisruptorACGluescreenDummy
317,ObserverFenixACGluescreenDummy
318,ScoutACGluescreenDummy
319,CarrierFenixACGluescreenDummy
320,PhotonCannonFenixACGluescreenDummy
321,PrimalZerglingACGluescreenDummy
322,RavasaurACGluescreenDummy
323,PrimalRoachACGluescreenDummy
324,FireRoachACGluescreenDummy
325,PrimalGuardianACGluescreenDummy
326,PrimalHydraliskACGluescreenDummy
327,PrimalMutaliskACGluescreenDummy
328,PrimalImpalerACGluescreenDummy
329,PrimalSwarmHostACGluescreenDummy
330,CreeperHostACGluescreenDummy
331,PrimalUltraliskACGluescreenDummy
332,TyrannozorACGluescreenDummy
333,PrimalWurmACGluescreenDummy
334,HHReaperACGluescreenDummy
335,HHWidowMineACGluescreenDummy
336,HHHellionTankACGluescreenDummy
337,HHWraithACGluescreenDummy
338,HHVikingACGluescreenDummy
339,HHBattlecruiserACGluescreenDummy
340,HHRavenACGluescreenDummy
341,HHBomberPlatformACGluescreenDummy
342,HHMercStarportACGluescreenDummy
343,HHMissileTurretACGluescreenDummy
344,TychusReaperACGluescreenDummy
345,TychusFirebatACGluescreenDummy
346,TychusSpectreACGluescreenDummy
347,TychusMedicACGluescreenDummy
348,TychusMarauderACGluescreenDummy
349,TychusWarhoundACGluescreenDummy
350,TychusHERCACGluescreenDummy
351,TychusGhostACGluescreenDummy
352,TychusSCVAutoTurretACGluescreenDummy
353,ZeratulStalkerACGluescreenDummy
354,ZeratulSentryACGluescreenDummy
355,ZeratulDarkTemplarACGluescreenDummy
356,ZeratulImmortalACGluescreenDummy
357,ZeratulObserverACGluescreenDummy
358,ZeratulDisruptorACGluescreenDummy
359,ZeratulWarpPrismACGluescreenDummy
360,ZeratulPhotonCannonACGluescreenDummy
362,RenegadeLongboltMissileWeapon
363,NeedleSpinesWeapon
364,CorruptionWeapon
365,InfestedTerransWeapon
366,NeuralParasiteWeapon
367,PointDefenseDroneReleaseWeapon
368,HunterSeekerWeapon
369,MULE
371,ThorAAWeapon
372,PunisherGrenadesLMWeapon
373,VikingFighterWeapon
374,ATALaserBatteryLMWeapon
375,ATSLaserBatteryLMWeapon
376,LongboltMissileWeapon
377,D8ChargeWeapon
378,YamatoWeapon
